WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L
6,Melbourne,Australian Open,22/1/15,Grand Slam,Outdoor,Hard,2nd Round,3,Keys M.,Dellacqua C.,35,29,1390,1542,2,6,6,0,6,1,2,1,Completed,1.36,3
6,Melbourne,Australian Open,22/1/15,Grand Slam,Outdoor,Hard,2nd Round,3,Kvitova P.,Barthel M.,4,43,6360,1193,6,2,6,4,,,2,0,Completed,1.08,7.5
6,Melbourne,Australian Open,22/1/15,Grand Slam,Outdoor,Hard,2nd Round,3,Brengle M.,Falconi I.,64,111,852,514,6,1,6,3,,,2,0,Completed,1.22,4
6,Melbourne,Australian Open,22/1/15,Grand Slam,Outdoor,Hard,2nd Round,3,Zahlavova Strycova B.,Chang K.C.,23,402,1870,76,6,1,7,5,,,2,0,Completed,1.14,5.5
6,Melbourne,Australian Open,22/1/15,Grand Slam,Outdoor,Hard,2nd Round,3,Azarenka V.,Wozniacki C.,44,8,1188,4625,6,4,6,2,,,2,0,Completed,2,1.72
6,Melbourne,Australian Open,22/1/15,Grand Slam,Outdoor,Hard,2nd Round,3,Vandeweghe C.,Stosur S.,37,21,1295,1895,6,4,6,4,,,2,0,Completed,2.37,1.53
6,Melbourne,Australian Open,23/1/15,Grand Slam,Outdoor,Hard,3rd Round,3,Peng S.,Shvedova Y.,22,66,1880,844,7,6,6,3,,,2,0,Completed,1.44,2.62
6,Melbourne,Australian Open,23/1/15,Grand Slam,Outdoor,Hard,3rd Round,3,Wickmayer Y.,Errani S.,80,14,679,2735,4,6,6,4,6,3,2,1,Completed,2.75,1.4
6,Melbourne,Australian Open,23/1/15,Grand Slam,Outdoor,Hard,3rd Round,3,Goerges J.,Hradecka L.,73,142,740,393,7,6,7,5,,,2,0,Completed,1.44,2.62
6,Melbourne,Australian Open,23/1/15,Grand Slam,Outdoor,Hard,3rd Round,3,Makarova E.,Pliskova Ka.,11,20,2970,2075,6,4,6,4,,,2,0,Completed,1.57,2.25
6,Melbourne,Australian Open,23/1/15,Grand Slam,Outdoor,Hard,3rd Round,3,Bouchard E.,Garcia C.,7,36,4715,1341,7,5,6,0,,,2,0,Completed,1.22,4
6,Melbourne,Australian Open,23/1/15,Grand Slam,Outdoor,Hard,3rd Round,3,Begu I.,Witthoeft C.,42,104,1201,555,6,4,6,4,,,2,0,Completed,1.72,2
6,Melbourne,Australian Open,23/1/15,Grand Slam,Outdoor,Hard,3rd Round,3,Halep S.,Mattek-Sands B.,3,258,6571,169,6,4,7,5,,,2,0,Completed,1.07,9
6,Melbourne,Australian Open,23/1/15,Grand Slam,Outdoor,Hard,3rd Round,3,Sharapova M.,Diyas Z.,2,31,7335,1460,6,1,6,1,,,2,0,Completed,1.08,8
6,Melbourne,Australian Open,24/1/15,Grand Slam,Outdoor,Hard,3rd Round,3,Radwanska A.,Lepchenko V.,6,30,4810,1480,6,0,7,5,,,2,0,Completed,1.22,4
6,Melbourne,Australian Open,24/1/15,Grand Slam,Outdoor,Hard,3rd Round,3,Muguruza G.,Bacsinszky T.,24,41,1845,1214,6,3,4,6,6,0,2,1,Completed,1.5,2.5
6,Melbourne,Australian Open,24/1/15,Grand Slam,Outdoor,Hard,3rd Round,3,Williams V.,Giorgi C.,18,33,2370,1395,4,6,7,6,6,1,2,1,Completed,1.36,3
6,Melbourne,Australian Open,24/1/15,Grand Slam,Outdoor,Hard,3rd Round,3,Cibulkova D.,Cornet A.,10,19,3007,2255,7,5,6,2,,,2,0,Completed,1.57,2.25
6,Melbourne,Australian Open,24/1/15,Grand Slam,Outdoor,Hard,3rd Round,3,Williams S.,Svitolina E.,1,26,8016,1780,4,6,6,2,6,0,2,1,Completed,1.06,10
6,Melbourne,Australian Open,24/1/15,Grand Slam,Outdoor,Hard,3rd Round,3,Brengle M.,Vandeweghe C.,64,37,852,1295,6,3,6,2,,,2,0,Completed,2.5,1.5
6,Melbourne,Australian Open,24/1/15,Grand Slam,Outdoor,Hard,3rd Round,3,Azarenka V.,Zahlavova Strycova B.,44,23,1188,1870,6,4,6,4,,,2,0,Completed,1.18,4.5
6,Melbourne,Australian Open,24/1/15,Grand Slam,Outdoor,Hard,3rd Round,3,Keys M.,Kvitova P.,35,4,1390,6360,6,4,7,5,,,2,0,Completed,4,1.22
6,Melbourne,Australian Open,25/1/15,Grand Slam,Outdoor,Hard,4th Round,3,Bouchard E.,Begu I.,7,42,4715,1201,6,1,5,7,6,2,2,1,Completed,1.12,6
6,Melbourne,Australian Open,25/1/15,Grand Slam,Outdoor,Hard,4th Round,3,Makarova E.,Goerges J.,11,73,2970,740,6,3,6,2,,,2,0,Completed,1.28,3.75
6,Melbourne,Australian Open,25/1/15,Grand Slam,Outdoor,Hard,4th Round,3,Sharapova M.,Peng S.,2,22,7335,1880,6,3,6,0,,,2,0,Completed,1.12,6
6,Melbourne,Australian Open,25/1/15,Grand Slam,Outdoor,Hard,4th Round,3,Halep S.,Wickmayer Y.,3,80,6571,679,6,4,6,2,,,2,0,Completed,1.08,8
6,Melbourne,Australian Open,26/1/15,Grand Slam,Outdoor,Hard,4th Round,3,Cibulkova D.,Azarenka V.,10,44,3007,1188,6,2,3,6,6,3,2,1,Completed,3,1.4
6,Melbourne,Australian Open,26/1/15,Grand Slam,Outdoor,Hard,4th Round,3,Williams S.,Muguruza G.,1,24,8016,1845,2,6,6,3,6,2,2,1,Completed,1.22,4
6,Melbourne,Australian Open,26/1/15,Grand Slam,Outdoor,Hard,4th Round,3,Keys M.,Brengle M.,35,64,1390,852,6,2,6,4,,,2,0,Completed,1.4,3
6,Melbourne,Australian Open,26/1/15,Grand Slam,Outdoor,Hard,4th Round,3,Williams V.,Radwanska A.,18,6,2370,4810,6,3,2,6,6,1,2,1,Completed,2.75,1.44
6,Melbourne,Australian Open,27/1/15,Grand Slam,Outdoor,Hard,Quarterfinals,3,Makarova E.,Halep S.,11,3,2970,6571,6,4,6,0,,,2,0,Completed,3.4,1.33
6,Melbourne,Australian Open,27/1/15,Grand Slam,Outdoor,Hard,Quarterfinals,3,Sharapova M.,Bouchard E.,2,7,7335,4715,6,3,6,2,,,2,0,Completed,1.36,3
6,Melbourne,Australian Open,28/1/15,Grand Slam,Outdoor,Hard,Quarterfinals,3,Keys M.,Williams V.,35,18,1390,2370,6,3,4,6,6,4,2,1,Completed,2.25,1.61
6,Melbourne,Australian Open,28/1/15,Grand Slam,Outdoor,Hard,Quarterfinals,3,Williams S.,Cibulkova D.,1,10,8016,3007,6,2,6,2,,,2,0,Completed,1.16,5
6,Melbourne,Australian Open,29/1/15,Grand Slam,Outdoor,Hard,Semifinals,3,Sharapova M.,Makarova E.,2,11,7335,2970,6,3,6,2,,,2,0,Completed,1.18,4.5
6,Melbourne,Australian Open,29/1/15,Grand Slam,Outdoor,Hard,Semifinals,3,Williams S.,Keys M.,1,35,8016,1390,7,6,6,2,,,2,0,Completed,1.12,6
6,Melbourne,Australian Open,31/1/15,Grand Slam,Outdoor,Hard,The Final,3,Williams S.,Sharapova M.,1,2,8016,7335,6,3,7,6,,,2,0,Completed,1.44,2.75
6,Melbourne,Australian Open,13/1/14,Grand Slam,Outdoor,Hard,1st Round,3,Bencic B.,Date Krumm K.,187,80,339,772,6,4,4,6,6,3,2,1,Completed,1.53,2.37
6,Melbourne,Australian Open,13/1/14,Grand Slam,Outdoor,Hard,1st Round,3,Kudryavtseva A.,Garcia C.,162,76,399,806,6,2,7,6,,,2,0,Completed,1.4,2.75
6,Melbourne,Australian Open,13/1/14,Grand Slam,Outdoor,Hard,1st Round,3,Kerber A.,Gajdosova J.,9,329,4070,141,6,3,0,6,6,2,2,1,Completed,1.04,13
6,Melbourne,Australian Open,13/1/14,Grand Slam,Outdoor,Hard,1st Round,3,Pliskova Ka.,Parmentier P.,70,238,849,255,6,0,6,1,,,2,0,Completed,1.36,3
6,Melbourne,Australian Open,13/1/14,Grand Slam,Outdoor,Hard,1st Round,3,Hantuchova D.,Watson H.,33,121,1475,525,7,5,3,6,6,3,2,1,Completed,2.1,1.66
6,Melbourne,Australian Open,13/1/14,Grand Slam,Outdoor,Hard,1st Round,3,Makarova E.,Williams V.,22,37,2061,1327,2,6,6,4,6,4,2,1,Completed,2.2,1.61
6,Melbourne,Australian Open,13/1/14,Grand Slam,Outdoor,Hard,1st Round,3,Falconi I.,Medina Garrigues A.,142,101,446,665,6,3,6,1,,,2,0,Completed,1.57,2.25
6,Melbourne,Australian Open,13/1/14,Grand Slam,Outdoor,Hard,1st Round,3,Puig M.,Tatishvili A.,58,126,995,499,6,2,6,4,,,2,0,Completed,1.8,1.9
6,Melbourne,Australian Open,13/1/14,Grand Slam,Outdoor,Hard,1st Round,3,Flipkens K.,Robson L.,19,48,2465,1183,6,3,6,0,,,2,0,Completed,1.4,2.75
6,Melbourne,Australian Open,13/1/14,Grand Slam,Outdoor,Hard,1st Round,3,Dellacqua C.,Zvonareva V.,120,N/A,532,N/A,6,2,6,2,,,2,0,Completed,2.25,1.57
6,Melbourne,Australian Open,13/1/14,Grand Slam,Outdoor,Hard,1st Round,3,Li N.,Konjuh A.,4,241,5970,255,6,2,6,0,,,2,0,Completed,1.04,13
6,Melbourne,Australian Open,13/1/14,Grand Slam,Outdoor,Hard,1st Round,3,Razzano V.,Van Uytvanck A.,100,110,666,608,7,6,7,6,,,2,0,Completed,2.37,1.53
6,Melbourne,Australian Open,13/1/14,Grand Slam,Outdoor,Hard,1st Round,3,Pennetta F.,Cadantu A.,29,60,1735,967,6,0,6,2,,,2,0,Completed,1.16,5
6,Melbourne,Australian Open,13/1/14,Grand Slam,Outdoor,Hard,1st Round,3,Hradecka L.,Vekic D.,146,94,431,696,6,3,6,1,,,2,0,Completed,2.1,1.66
6,Melbourne,Australian Open,13/1/14,Grand Slam,Outdoor,Hard,1st Round,3,Ivanovic A.,Bertens K.,14,93,3010,697,6,4,6,4,,,2,0,Completed,1.05,11
6,Melbourne,Australian Open,13/1/14,Grand Slam,Outdoor,Hard,1st Round,3,Bouchard E.,Tang H.C.,31,487,1629,72,7,5,6,1,,,2,0,Completed,,
6,Melbourne,Australian Open,13/1/14,Grand Slam,Outdoor,Hard,1st Round,3,Keys M.,Mayr P.,36,85,1425,764,6,2,6,7,9,7,2,1,Completed,1.18,4.5
6,Melbourne,Australian Open,13/1/14,Grand Slam,Outdoor,Hard,1st Round,3,Beck A.,Martic P.,54,109,1086,608,6,0,6,0,,,2,0,Completed,1.66,2.1
6,Melbourne,Australian Open,13/1/14,Grand Slam,Outdoor,Hard,1st Round,3,Stosur S.,Zakopalova K.,17,32,2675,1515,6,3,6,4,,,2,0,Completed,1.44,2.62
6,Melbourne,Australian Open,13/1/14,Grand Slam,Outdoor,Hard,1st Round,3,Goerges J.,Errani S.,73,7,836,4435,6,3,6,2,,,2,0,Completed,3.25,1.33
6,Melbourne,Australian Open,13/1/14,Grand Slam,Outdoor,Hard,1st Round,3,Safarova L.,Glushko J.,26,90,1775,721,7,5,3,6,6,1,2,1,Completed,1.07,9
6,Melbourne,Australian Open,13/1/14,Grand Slam,Outdoor,Hard,1st Round,3,Barthel M.,Zhang S.,39,51,1275,1135,7,6,6,3,,,2,0,Completed,2.1,1.66
6,Melbourne,Australian Open,13/1/14,Grand Slam,Outdoor,Hard,1st Round,3,Dolonc V.,Arruabarrena-Vecino L.,104,102,627,635,2,6,6,2,6,4,2,1,Completed,1.8,1.9
6,Melbourne,Australian Open,13/1/14,Grand Slam,Outdoor,Hard,1st Round,3,Zheng J.,Vinci R.,56,12,1073,3170,6,4,6,3,,,2,0,Completed,2.37,1.53
6,Melbourne,Australian Open,13/1/14,Grand Slam,Outdoor,Hard,1st Round,3,Niculescu M.,Peer S.,64,75,955,818,6,4,6,1,,,2,0,Completed,1.3,3.4
6,Melbourne,Australian Open,13/1/14,Grand Slam,Outdoor,Hard,1st Round,3,Kumkhum L.,Kvitova P.,88,6,732,4835,6,2,1,6,6,4,2,1,Completed,10,1.06
6,Melbourne,Australian Open,13/1/14,Grand Slam,Outdoor,Hard,1st Round,3,Riske A.,Vesnina E.,53,28,1110,1745,6,2,6,2,,,2,0,Completed,1.61,2.2
6,Melbourne,Australian Open,13/1/14,Grand Slam,Outdoor,Hard,1st Round,3,Lisicki S.,Lucic M.,15,111,2915,607,6,2,6,1,,,2,0,Completed,1.08,8
6,Melbourne,Australian Open,13/1/14,Grand Slam,Outdoor,Hard,1st Round,3,Wickmayer Y.,Pfizenmaier D.,63,92,957,698,7,6,6,3,,,2,0,Completed,1.4,2.75
6,Melbourne,Australian Open,13/1/14,Grand Slam,Outdoor,Hard,1st Round,3,Pironkova T.,Soler Espinosa S.,57,78,1036,787,6,3,6,2,,,2,0,Completed,1.25,3.75
6,Melbourne,Australian Open,13/1/14,Grand Slam,Outdoor,Hard,1st Round,3,Davis L.,Vickery S.,68,190,865,331,6,3,6,3,,,2,0,Completed,1.3,3.4
6,Melbourne,Australian Open,13/1/14,Grand Slam,Outdoor,Hard,1st Round,3,Williams S.,Barty A.,1,155,13260,412,6,2,6,1,,,2,0,Completed,1.01,26
6,Melbourne,Australian Open,14/1/14,Grand Slam,Outdoor,Hard,1st Round,3,Cornet A.,Hercog P.,25,66,1840,902,1,0,,,,,0,0,Retired,1.4,2.75
6,Melbourne,Australian Open,14/1/14,Grand Slam,Outdoor,Hard,1st Round,3,Wozniacki C.,Dominguez Lino L.,10,72,3520,842,6,0,6,2,,,2,0,Completed,1.03,15
6,Melbourne,Australian Open,14/1/14,Grand Slam,Outdoor,Hard,1st Round,3,Zahlavova Strycova B.,Hsieh S.W.,84,86,764,738,6,1,4,6,6,1,2,1,Completed,1.36,3
6,Melbourne,Australian Open,14/1/14,Grand Slam,Outdoor,Hard,1st Round,3,Azarenka V.,Larsson J.,2,91,8151,706,7,6,6,2,,,2,0,Completed,,
6,Melbourne,Australian Open,14/1/14,Grand Slam,Outdoor,Hard,1st Round,3,Mchale C.,Chan Y.J.,62,232,961,258,7,5,6,4,,,2,0,Completed,1.4,2.75
6,Melbourne,Australian Open,14/1/14,Grand Slam,Outdoor,Hard,1st Round,3,Halep S.,Piter K.,11,119,3335,551,6,0,6,1,,,2,0,Completed,1.1,7
6,Melbourne,Australian Open,14/1/14,Grand Slam,Outdoor,Hard,1st Round,3,Suarez Navarro C.,King V.,16,71,2775,842,6,3,6,2,,,2,0,Completed,1.33,3.25
6,Melbourne,Australian Open,14/1/14,Grand Slam,Outdoor,Hard,1st Round,3,Voskoboeva G.,Begu I.,77,127,798,498,7,5,4,6,7,5,2,1,Completed,1.53,2.37
6,Melbourne,Australian Open,14/1/14,Grand Slam,Outdoor,Hard,1st Round,3,Cibulkova D.,Schiavone F.,24,42,1856,1250,6,3,6,4,,,2,0,Completed,1.28,3.5
6,Melbourne,Australian Open,14/1/14,Grand Slam,Outdoor,Hard,1st Round,3,Giorgi C.,Sanders S.,99,219,670,280,4,6,6,1,6,4,2,1,Completed,1.5,2.5
6,Melbourne,Australian Open,14/1/14,Grand Slam,Outdoor,Hard,1st Round,3,Diyas Z.,Siniakova K.,152,173,414,370,6,2,6,4,,,2,0,Completed,2.1,1.66
6,Melbourne,Australian Open,14/1/14,Grand Slam,Outdoor,Hard,1st Round,3,Voegele S.,Mladenovic K.,46,55,1190,1075,7,5,7,5,,,2,0,Completed,1.44,2.62
6,Melbourne,Australian Open,14/1/14,Grand Slam,Outdoor,Hard,1st Round,3,Lepchenko V.,Tsurenko L.,50,96,1141,685,2,6,6,3,6,4,2,1,Completed,1.5,2.5
6,Melbourne,Australian Open,14/1/14,Grand Slam,Outdoor,Hard,1st Round,3,Nara K.,Peng S.,74,43,832,1249,7,5,4,6,6,3,2,1,Completed,2.5,1.5
6,Melbourne,Australian Open,14/1/14,Grand Slam,Outdoor,Hard,1st Round,3,Pavlyuchenkova A.,Pereira T.,30,97,1715,682,7,6,6,4,,,2,0,Completed,1.16,5
6,Melbourne,Australian Open,14/1/14,Grand Slam,Outdoor,Hard,1st Round,3,Minella M.,Witthoeft C.,107,207,621,296,6,1,6,4,,,2,0,Completed,2.2,1.61
6,Melbourne,Australian Open,14/1/14,Grand Slam,Outdoor,Hard,1st Round,3,Jankovic J.,Doi M.,8,89,4230,724,6,1,6,2,,,2,0,Completed,1.04,13
6,Melbourne,Australian Open,14/1/14,Grand Slam,Outdoor,Hard,1st Round,3,Radwanska A.,Putintseva Y.,5,112,5470,600,6,0,5,7,6,2,2,1,Completed,1.03,15
6,Melbourne,Australian Open,14/1/14,Grand Slam,Outdoor,Hard,1st Round,3,Govortsova O.,Duan Y.Y.,98,193,681,326,6,0,7,6,,,2,0,Completed,2.25,1.57
6,Melbourne,Australian Open,14/1/14,Grand Slam,Outdoor,Hard,1st Round,3,Muguruza G.,Kanepi K.,38,23,1280,1922,6,2,2,6,6,2,2,1,Completed,1.72,2
6,Melbourne,Australian Open,14/1/14,Grand Slam,Outdoor,Hard,1st Round,3,Schmiedlova A.,Babos T.,81,87,768,735,4,6,6,4,7,5,2,1,Completed,1.4,2.75
6,Melbourne,Australian Open,14/1/14,Grand Slam,Outdoor,Hard,1st Round,3,Rogowska O.,Duque Marino M.,169,105,381,626,6,3,6,3,,,2,0,Completed,1.83,1.83
6,Melbourne,Australian Open,14/1/14,Grand Slam,Outdoor,Hard,1st Round,3,Morita A.,Kichenok N.,61,106,962,623,6,2,7,6,,,2,0,Completed,1.61,2.2
6,Melbourne,Australian Open,14/1/14,Grand Slam,Outdoor,Hard,1st Round,3,Tomljanovic A.,Majeric T.,67,117,871,554,3,6,7,6,6,4,2,1,Completed,1.18,4.5
6,Melbourne,Australian Open,14/1/14,Grand Slam,Outdoor,Hard,1st Round,3,Erakovic M.,Cirstea S.,52,21,1121,2170,6,4,7,6,,,2,0,Completed,2.5,1.5
6,Melbourne,Australian Open,14/1/14,Grand Slam,Outdoor,Hard,1st Round,3,Knapp K.,Ormaechea P.,44,59,1230,978,6,4,6,2,,,2,0,Completed,1.53,2.37
6,Melbourne,Australian Open,14/1/14,Grand Slam,Outdoor,Hard,1st Round,3,Rybarikova M.,Petkovic A.,35,40,1450,1271,6,2,6,3,,,2,0,Completed,3.75,1.25
6,Melbourne,Australian Open,14/1/14,Grand Slam,Outdoor,Hard,1st Round,3,Stephens S.,Shvedova Y.,13,82,3075,766,7,6,6,3,,,2,0,Completed,1.18,4.5
6,Melbourne,Australian Open,14/1/14,Grand Slam,Outdoor,Hard,1st Round,3,Jovanovski B.,Cepelova J.,34,69,1475,849,6,7,6,1,6,3,2,1,Completed,1.44,2.62
6,Melbourne,Australian Open,14/1/14,Grand Slam,Outdoor,Hard,1st Round,3,Svitolina E.,Kuznetsova S.,47,20,1185,2202,6,3,6,3,,,2,0,Completed,3,1.36
6,Melbourne,Australian Open,14/1/14,Grand Slam,Outdoor,Hard,1st Round,3,Meusburger Y.,Scheepers C.,49,79,1158,780,7,6,6,4,,,2,0,Completed,1.57,2.25
6,Melbourne,Australian Open,14/1/14,Grand Slam,Outdoor,Hard,1st Round,3,Sharapova M.,Mattek-Sands B.,3,41,6076,1257,6,3,6,4,,,2,0,Completed,1.08,8
6,Melbourne,Australian Open,15/1/14,Grand Slam,Outdoor,Hard,2nd Round,3,Barthel M.,Kumkhum L.,39,88,1275,732,4,6,6,3,6,4,2,1,Completed,1.53,2.37
6,Melbourne,Australian Open,15/1/14,Grand Slam,Outdoor,Hard,2nd Round,3,Safarova L.,Hradecka L.,26,146,1775,431,6,7,6,3,6,0,2,1,Completed,1.22,4
6,Melbourne,Australian Open,15/1/14,Grand Slam,Outdoor,Hard,2nd Round,3,Li N.,Bencic B.,4,187,5970,339,6,0,7,6,,,2,0,Completed,1.04,13
6,Melbourne,Australian Open,15/1/14,Grand Slam,Outdoor,Hard,2nd Round,3,Makarova E.,Falconi I.,22,142,2061,446,6,2,7,5,,,2,0,Completed,1.08,8
6,Melbourne,Australian Open,15/1/14,Grand Slam,Outdoor,Hard,2nd Round,3,Niculescu M.,Lisicki S.,64,15,955,2915,2,6,6,2,6,2,2,1,Completed,2.75,1.4
6,Melbourne,Australian Open,15/1/14,Grand Slam,Outdoor,Hard,2nd Round,3,Williams S.,Dolonc V.,1,104,13260,627,6,1,6,2,,,2,0,Completed,1.002,34
6,Melbourne,Australian Open,15/1/14,Grand Slam,Outdoor,Hard,2nd Round,3,Pennetta F.,Puig M.,29,58,1735,995,6,3,6,4,,,2,0,Completed,1.4,2.75
6,Melbourne,Australian Open,15/1/14,Grand Slam,Outdoor,Hard,2nd Round,3,Hantuchova D.,Pliskova Ka.,33,70,1475,849,6,3,3,6,12,10,2,1,Completed,1.57,2.25
6,Melbourne,Australian Open,15/1/14,Grand Slam,Outdoor,Hard,2nd Round,3,Kerber A.,Kudryavtseva A.,9,162,4070,399,6,4,6,2,,,2,0,Completed,1.06,10
6,Melbourne,Australian Open,15/1/14,Grand Slam,Outdoor,Hard,2nd Round,3,Dellacqua C.,Flipkens K.,120,19,532,2465,6,3,6,0,,,2,0,Completed,2.75,1.4
6,Melbourne,Australian Open,15/1/14,Grand Slam,Outdoor,Hard,2nd Round,3,Riske A.,Wickmayer Y.,53,63,1110,957,6,1,6,1,,,2,0,Completed,1.3,3.4
6,Melbourne,Australian Open,15/1/14,Grand Slam,Outdoor,Hard,2nd Round,3,Zheng J.,Keys M.,56,36,1073,1425,7,6,1,6,7,5,2,1,Completed,3.25,1.33
6,Melbourne,Australian Open,15/1/14,Grand Slam,Outdoor,Hard,2nd Round,3,Bouchard E.,Razzano V.,31,100,1629,666,6,2,7,6,,,2,0,Completed,1.14,5.5
6,Melbourne,Australian Open,15/1/14,Grand Slam,Outdoor,Hard,2nd Round,3,Stosur S.,Pironkova T.,17,57,2675,1036,6,2,6,0,,,2,0,Completed,1.57,2.25
6,Melbourne,Australian Open,15/1/14,Grand Slam,Outdoor,Hard,2nd Round,3,Davis L.,Goerges J.,68,73,865,836,7,5,2,6,6,4,2,1,Completed,2.1,1.66
6,Melbourne,Australian Open,15/1/14,Grand Slam,Outdoor,Hard,2nd Round,3,Ivanovic A.,Beck A.,14,54,3010,1086,6,1,6,2,,,2,0,Completed,1.12,6
6,Melbourne,Australian Open,16/1/14,Grand Slam,Outdoor,Hard,2nd Round,3,Diyas Z.,Erakovic M.,152,52,414,1121,6,4,6,0,,,2,0,Completed,2.2,1.61
6,Melbourne,Australian Open,16/1/14,Grand Slam,Outdoor,Hard,2nd Round,3,Sharapova M.,Knapp K.,3,44,6076,1230,6,3,4,6,10,8,2,1,Completed,1.05,11
6,Melbourne,Australian Open,16/1/14,Grand Slam,Outdoor,Hard,2nd Round,3,Cornet A.,Giorgi C.,25,99,1840,670,6,3,4,6,6,4,2,1,Completed,1.4,2.75
6,Melbourne,Australian Open,16/1/14,Grand Slam,Outdoor,Hard,2nd Round,3,Pavlyuchenkova A.,Minella M.,30,107,1715,621,6,2,6,2,,,2,0,Completed,1.4,2.75
6,Melbourne,Australian Open,16/1/14,Grand Slam,Outdoor,Hard,2nd Round,3,Svitolina E.,Rogowska O.,47,169,1185,381,6,4,7,5,,,2,0,Completed,1.3,3.4
6,Melbourne,Australian Open,16/1/14,Grand Slam,Outdoor,Hard,2nd Round,3,Suarez Navarro C.,Voskoboeva G.,16,77,2775,798,7,6,3,6,8,6,2,1,Completed,1.25,3.75
6,Melbourne,Australian Open,16/1/14,Grand Slam,Outdoor,Hard,2nd Round,3,Halep S.,Lepchenko V.,11,50,3335,1141,4,6,6,0,6,1,2,1,Completed,1.1,7
6,Melbourne,Australian Open,16/1/14,Grand Slam,Outdoor,Hard,2nd Round,3,Cibulkova D.,Voegele S.,24,46,1856,1190,6,0,6,1,,,2,0,Completed,1.44,2.62
6,Melbourne,Australian Open,16/1/14,Grand Slam,Outdoor,Hard,2nd Round,3,Muguruza G.,Schmiedlova A.,38,81,1280,768,6,3,6,3,,,2,0,Completed,1.12,6
6,Melbourne,Australian Open,16/1/14,Grand Slam,Outdoor,Hard,2nd Round,3,Wozniacki C.,Mchale C.,10,62,3520,961,6,0,1,6,6,2,2,1,Completed,1.25,3.75
6,Melbourne,Australian Open,16/1/14,Grand Slam,Outdoor,Hard,2nd Round,3,Radwanska A.,Govortsova O.,5,98,5470,681,6,0,7,5,,,2,0,Completed,1.05,11
6,Melbourne,Australian Open,16/1/14,Grand Slam,Outdoor,Hard,2nd Round,3,Stephens S.,Tomljanovic A.,13,67,3075,871,3,6,6,2,7,5,2,1,Completed,1.16,4.5
6,Melbourne,Australian Open,16/1/14,Grand Slam,Outdoor,Hard,2nd Round,3,Azarenka V.,Zahlavova Strycova B.,2,84,8151,764,6,1,6,4,,,2,0,Completed,1.04,13
6,Melbourne,Australian Open,16/1/14,Grand Slam,Outdoor,Hard,2nd Round,3,Jankovic J.,Morita A.,8,61,4230,962,6,2,6,0,,,2,0,Completed,1.07,9
6,Melbourne,Australian Open,16/1/14,Grand Slam,Outdoor,Hard,2nd Round,3,Nara K.,Rybarikova M.,74,35,832,1450,6,4,6,3,,,2,0,Completed,2.37,1.53
6,Melbourne,Australian Open,16/1/14,Grand Slam,Outdoor,Hard,2nd Round,3,Meusburger Y.,Jovanovski B.,49,34,1158,1475,3,6,6,3,6,2,2,1,Completed,2.37,1.53
6,Melbourne,Australian Open,17/1/14,Grand Slam,Outdoor,Hard,3rd Round,3,Kerber A.,Riske A.,9,53,4070,1110,6,3,6,4,,,2,0,Completed,1.3,3.4
6,Melbourne,Australian Open,17/1/14,Grand Slam,Outdoor,Hard,3rd Round,3,Pennetta F.,Barthel M.,29,39,1735,1275,6,1,7,5,,,2,0,Completed,1.33,3.25
6,Melbourne,Australian Open,17/1/14,Grand Slam,Outdoor,Hard,3rd Round,3,Williams S.,Hantuchova D.,1,33,13260,1475,6,3,6,3,,,2,0,Completed,1.01,26
6,Melbourne,Australian Open,17/1/14,Grand Slam,Outdoor,Hard,3rd Round,3,Li N.,Safarova L.,4,26,5970,1775,1,6,7,6,6,3,2,1,Completed,1.12,6
6,Melbourne,Australian Open,17/1/14,Grand Slam,Outdoor,Hard,3rd Round,3,Makarova E.,Niculescu M.,22,64,2061,955,6,4,6,4,,,2,0,Completed,1.44,2.62
6,Melbourne,Australian Open,17/1/14,Grand Slam,Outdoor,Hard,3rd Round,3,Bouchard E.,Davis L.,31,68,1629,865,6,2,6,2,,,2,0,Completed,1.28,3.5
6,Melbourne,Australian Open,17/1/14,Grand Slam,Outdoor,Hard,3rd Round,3,Dellacqua C.,Zheng J.,120,56,532,1073,6,2,6,4,,,2,0,Completed,1.61,2.2
6,Melbourne,Australian Open,17/1/14,Grand Slam,Outdoor,Hard,3rd Round,3,Ivanovic A.,Stosur S.,14,17,3010,2675,6,7,6,4,6,2,2,1,Completed,1.61,2.2
6,Melbourne,Australian Open,18/1/14,Grand Slam,Outdoor,Hard,3rd Round,3,Sharapova M.,Cornet A.,3,25,6076,1840,6,1,7,6,,,2,0,Completed,1.1,7
6,Melbourne,Australian Open,18/1/14,Grand Slam,Outdoor,Hard,3rd Round,3,Halep S.,Diyas Z.,11,152,3335,414,6,1,6,4,,,2,0,Completed,1.06,10
6,Melbourne,Australian Open,18/1/14,Grand Slam,Outdoor,Hard,3rd Round,3,Jankovic J.,Nara K.,8,74,4230,832,6,4,7,5,,,2,0,Completed,1.11,6.5
6,Melbourne,Australian Open,18/1/14,Grand Slam,Outdoor,Hard,3rd Round,3,Cibulkova D.,Suarez Navarro C.,24,16,1856,2775,6,1,6,0,,,2,0,Completed,1.44,2.75
