ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L
6,Melbourne,Australian Open,18/1/12,Grand Slam,Outdoor,Hard,2nd Round,5,Wawrinka S.,Baghdatis M.,22,44,1615,985,7,6,6,4,5,7,6,1,,,3,1,Completed,2.1,1.66
6,Melbourne,Australian Open,19/1/12,Grand Slam,Outdoor,Hard,2nd Round,5,Raonic M.,Petzschner P.,25,63,1460,780,6,4,5,7,6,2,7,5,,,3,1,Completed,1.28,3.5
6,Melbourne,Australian Open,19/1/12,Grand Slam,Outdoor,Hard,2nd Round,5,Chela J.I.,Andujar P.,29,45,1270,920,6,4,6,4,6,3,,,,,3,0,Completed,1.53,2.37
6,Melbourne,Australian Open,19/1/12,Grand Slam,Outdoor,Hard,2nd Round,5,Llodra M.,Bogomolov A.,46,34,915,1135,6,1,6,3,4,6,5,7,6,4,3,2,Completed,2.1,1.66
6,Melbourne,Australian Open,19/1/12,Grand Slam,Outdoor,Hard,2nd Round,5,Tsonga J.W.,Mello R.,6,108,4335,526,7,5,6,4,6,4,,,,,3,0,Completed,1.01,21
6,Melbourne,Australian Open,19/1/12,Grand Slam,Outdoor,Hard,2nd Round,5,Tipsarevic J.,Duckworth J.,9,250,2655,191,3,6,6,2,7,6,6,4,,,3,1,Completed,1.03,15
6,Melbourne,Australian Open,19/1/12,Grand Slam,Outdoor,Hard,2nd Round,5,Ferrer D.,Sweeting R.,5,68,4925,716,6,7,6,2,3,6,6,2,6,3,3,2,Completed,1.02,19
6,Melbourne,Australian Open,19/1/12,Grand Slam,Outdoor,Hard,2nd Round,5,Gil F.,Granollers M.,107,28,537,1315,6,3,4,6,6,4,6,3,,,3,1,Completed,3.5,1.28
6,Melbourne,Australian Open,19/1/12,Grand Slam,Outdoor,Hard,2nd Round,5,Mahut N.,Ito T.,81,117,653,500,1,6,7,6,6,2,6,2,,,3,1,Completed,1.53,2.37
6,Melbourne,Australian Open,19/1/12,Grand Slam,Outdoor,Hard,2nd Round,5,Djokovic N.,Giraldo S.,1,56,13630,845,6,3,6,2,6,1,,,,,3,0,Completed,1.002,34
6,Melbourne,Australian Open,19/1/12,Grand Slam,Outdoor,Hard,2nd Round,5,Nishikori K.,Ebden M.,26,94,1410,590,3,6,1,6,6,4,6,1,6,1,3,2,Completed,1.28,3.5
6,Melbourne,Australian Open,19/1/12,Grand Slam,Outdoor,Hard,2nd Round,5,Gasquet R.,Golubev A.,18,146,1765,362,6,4,6,2,3,0,,,,,2,0,Retired,1.12,6
6,Melbourne,Australian Open,19/1/12,Grand Slam,Outdoor,Hard,2nd Round,5,Murray A.,Roger-Vasselin E.,4,101,7380,562,6,1,6,4,6,4,,,,,3,0,Completed,1.002,29
6,Melbourne,Australian Open,19/1/12,Grand Slam,Outdoor,Hard,2nd Round,5,Kukushkin M.,Troicki V.,92,23,598,1595,5,7,6,4,6,2,4,6,6,3,3,2,Completed,3.4,1.3
6,Melbourne,Australian Open,19/1/12,Grand Slam,Outdoor,Hard,2nd Round,5,Benneteau J.,Simon G.,39,14,1030,2005,7,5,7,6,1,6,3,6,6,2,3,2,Completed,2.2,1.61
6,Melbourne,Australian Open,19/1/12,Grand Slam,Outdoor,Hard,2nd Round,5,Monfils G.,Bellucci T.,15,37,1970,1060,2,6,6,0,6,4,6,2,,,3,1,Completed,1.16,5
6,Melbourne,Australian Open,19/1/12,Grand Slam,Outdoor,Hard,2nd Round,5,Hewitt L.,Roddick A.,181,16,265,1880,3,6,6,3,6,4,,,,,2,1,Retired,3.75,1.25
6,Melbourne,Australian Open,20/1/12,Grand Slam,Outdoor,Hard,3rd Round,5,Nadal R.,Lacko L.,2,119,9595,491,6,2,6,4,6,2,,,,,3,0,Completed,1.01,21
6,Melbourne,Australian Open,20/1/12,Grand Slam,Outdoor,Hard,3rd Round,5,Federer R.,Karlovic I.,3,57,8010,842,7,6,7,5,6,3,,,,,3,0,Completed,1.02,17
6,Melbourne,Australian Open,20/1/12,Grand Slam,Outdoor,Hard,3rd Round,5,Berdych T.,Anderson K.,7,32,3700,1190,7,6,7,6,6,1,,,,,3,0,Completed,1.16,5
6,Melbourne,Australian Open,20/1/12,Grand Slam,Outdoor,Hard,3rd Round,5,Lopez F.,Isner J.,19,17,1755,1800,6,3,6,7,6,4,6,7,6,1,3,2,Completed,2.2,1.61
6,Melbourne,Australian Open,20/1/12,Grand Slam,Outdoor,Hard,3rd Round,5,Kohlschreiber P.,Falla A.,41,71,1005,696,6,3,6,2,7,6,,,,,3,0,Completed,1.36,3
6,Melbourne,Australian Open,20/1/12,Grand Slam,Outdoor,Hard,3rd Round,5,Almagro N.,Wawrinka S.,10,22,2380,1615,7,6,6,2,6,4,,,,,3,0,Completed,3.25,1.33
6,Melbourne,Australian Open,20/1/12,Grand Slam,Outdoor,Hard,3rd Round,5,Tomic B.,Dolgopolov O.,38,13,1048,2030,4,6,7,6,7,6,2,6,6,3,3,2,Completed,1.66,2.1
6,Melbourne,Australian Open,20/1/12,Grand Slam,Outdoor,Hard,3rd Round,5,Del Potro J.M.,Lu Y.H.,11,79,2315,661,6,2,6,3,6,0,,,,,3,0,Completed,1.06,10
6,Melbourne,Australian Open,21/1/12,Grand Slam,Outdoor,Hard,3rd Round,5,Tsonga J.W.,Gil F.,6,107,4335,537,6,2,6,2,6,2,,,,,3,0,Completed,1.01,21
6,Melbourne,Australian Open,21/1/12,Grand Slam,Outdoor,Hard,3rd Round,5,Ferrer D.,Chela J.I.,5,29,4925,1270,7,5,6,2,6,1,,,,,3,0,Completed,1.06,10
6,Melbourne,Australian Open,21/1/12,Grand Slam,Outdoor,Hard,3rd Round,5,Djokovic N.,Mahut N.,1,81,13630,653,6,0,6,1,6,1,,,,,3,0,Completed,1.002,34
6,Melbourne,Australian Open,21/1/12,Grand Slam,Outdoor,Hard,3rd Round,5,Gasquet R.,Tipsarevic J.,18,9,1765,2655,6,3,6,3,6,1,,,,,3,0,Completed,1.9,1.9
6,Melbourne,Australian Open,21/1/12,Grand Slam,Outdoor,Hard,3rd Round,5,Nishikori K.,Benneteau J.,26,39,1410,1030,4,6,7,6,7,6,6,3,,,3,1,Completed,1.8,2
6,Melbourne,Australian Open,21/1/12,Grand Slam,Outdoor,Hard,3rd Round,5,Kukushkin M.,Monfils G.,92,15,598,1970,6,2,7,5,5,7,1,6,6,4,3,2,Completed,7,1.1
6,Melbourne,Australian Open,21/1/12,Grand Slam,Outdoor,Hard,3rd Round,5,Murray A.,Llodra M.,4,46,7380,915,6,4,6,2,6,0,,,,,3,0,Completed,1.02,17
6,Melbourne,Australian Open,21/1/12,Grand Slam,Outdoor,Hard,3rd Round,5,Hewitt L.,Raonic M.,181,25,265,1460,4,6,6,3,7,6,6,3,,,3,1,Completed,3.25,1.33
6,Melbourne,Australian Open,22/1/12,Grand Slam,Outdoor,Hard,4th Round,5,Nadal R.,Lopez F.,2,19,9595,1755,6,4,6,4,6,2,,,,,3,0,Completed,1.05,11
6,Melbourne,Australian Open,22/1/12,Grand Slam,Outdoor,Hard,4th Round,5,Berdych T.,Almagro N.,7,10,3700,2380,4,6,7,6,7,6,7,6,,,3,1,Completed,1.22,4.33
6,Melbourne,Australian Open,22/1/12,Grand Slam,Outdoor,Hard,4th Round,5,Del Potro J.M.,Kohlschreiber P.,11,41,2315,1005,6,4,6,2,6,1,,,,,3,0,Completed,1.18,4.5
6,Melbourne,Australian Open,22/1/12,Grand Slam,Outdoor,Hard,4th Round,5,Federer R.,Tomic B.,3,38,8010,1048,6,4,6,2,6,2,,,,,3,0,Completed,1.07,9
6,Melbourne,Australian Open,23/1/12,Grand Slam,Outdoor,Hard,4th Round,5,Murray A.,Kukushkin M.,4,92,7380,598,6,1,6,1,1,0,,,,,2,0,Retired,1.01,23
6,Melbourne,Australian Open,23/1/12,Grand Slam,Outdoor,Hard,4th Round,5,Nishikori K.,Tsonga J.W.,26,6,1410,4335,2,6,6,2,6,1,3,6,6,3,3,2,Completed,5,1.16
6,Melbourne,Australian Open,23/1/12,Grand Slam,Outdoor,Hard,4th Round,5,Ferrer D.,Gasquet R.,5,18,4925,1765,6,4,6,4,6,1,,,,,3,0,Completed,1.44,2.75
6,Melbourne,Australian Open,23/1/12,Grand Slam,Outdoor,Hard,4th Round,5,Djokovic N.,Hewitt L.,1,181,13630,265,6,1,6,3,4,6,6,3,,,3,1,Completed,1.01,21
6,Melbourne,Australian Open,24/1/12,Grand Slam,Outdoor,Hard,Quarterfinals,5,Federer R.,Del Potro J.M.,3,11,8010,2315,6,4,6,3,6,2,,,,,3,0,Completed,1.28,3.9
6,Melbourne,Australian Open,24/1/12,Grand Slam,Outdoor,Hard,Quarterfinals,5,Nadal R.,Berdych T.,2,7,9595,3700,6,7,7,6,6,4,6,3,,,3,1,Completed,1.22,4.6
6,Melbourne,Australian Open,25/1/12,Grand Slam,Outdoor,Hard,Quarterfinals,5,Murray A.,Nishikori K.,4,26,7380,1410,6,3,6,3,6,1,,,,,3,0,Completed,1.07,10
6,Melbourne,Australian Open,25/1/12,Grand Slam,Outdoor,Hard,Quarterfinals,5,Djokovic N.,Ferrer D.,1,5,13630,4925,6,4,7,6,6,1,,,,,3,0,Completed,1.1,8
6,Melbourne,Australian Open,26/1/12,Grand Slam,Outdoor,Hard,Semifinals,5,Nadal R.,Federer R.,2,3,9595,8010,6,7,6,2,7,6,6,4,,,3,1,Completed,2.5,1.57
6,Melbourne,Australian Open,27/1/12,Grand Slam,Outdoor,Hard,Semifinals,5,Djokovic N.,Murray A.,1,4,13630,7380,6,3,3,6,6,7,6,1,7,5,3,2,Completed,1.36,3.3
6,Melbourne,Australian Open,29/1/12,Grand Slam,Outdoor,Hard,The Final,5,Djokovic N.,Nadal R.,1,2,13630,9595,5,7,6,4,6,2,6,7,7,5,3,2,Completed,1.66,2.3
6,Melbourne,Australian Open,17/1/11,Grand Slam,Outdoor,Hard,1st Round,5,Haase R.,Berlocq C.,62,67,823,725,6,4,6,3,7,6,,,,,3,0,Completed,1.1,6.5
6,Melbourne,Australian Open,17/1/11,Grand Slam,Outdoor,Hard,1st Round,5,Monfils G.,De Bakker T.,12,47,2560,950,6,7,2,6,7,5,6,2,6,1,3,2,Completed,1.14,5
6,Melbourne,Australian Open,17/1/11,Grand Slam,Outdoor,Hard,1st Round,5,Nishikori K.,Fognini F.,82,58,599,855,6,1,6,4,6,7,6,4,,,3,1,Completed,1.44,2.62
6,Melbourne,Australian Open,17/1/11,Grand Slam,Outdoor,Hard,1st Round,5,Kunitsyn I.,Przysiezny M.,99,84,551,596,6,7,6,4,6,4,7,6,,,3,1,Completed,2.1,1.66
6,Melbourne,Australian Open,17/1/11,Grand Slam,Outdoor,Hard,1st Round,5,Gil F.,Cuevas P.,91,64,571,790,6,4,6,7,4,6,6,3,9,7,3,2,Completed,3,1.36
6,Melbourne,Australian Open,17/1/11,Grand Slam,Outdoor,Hard,1st Round,5,Monaco J.,Greul S.,28,131,1480,424,7,6,7,6,6,2,,,,,3,0,Completed,,
6,Melbourne,Australian Open,17/1/11,Grand Slam,Outdoor,Hard,1st Round,5,Kubot L.,Querrey S.,72,18,670,1860,5,7,6,2,3,6,6,1,8,6,3,2,Completed,3.5,1.28
6,Melbourne,Australian Open,17/1/11,Grand Slam,Outdoor,Hard,1st Round,5,Stakhovsky S.,Brands D.,43,102,970,541,6,2,6,3,6,4,,,,,3,0,Completed,1.2,4.33
6,Melbourne,Australian Open,17/1/11,Grand Slam,Outdoor,Hard,1st Round,5,Fish M.,Hanescu V.,17,50,1921,925,2,6,4,6,6,3,7,5,6,3,3,2,Completed,1.3,3.4
6,Melbourne,Australian Open,17/1/11,Grand Slam,Outdoor,Hard,1st Round,5,Mayer F.,Davydenko N.,36,25,1143,1555,6,3,4,6,7,6,6,4,,,3,1,Completed,4.5,1.16
6,Melbourne,Australian Open,17/1/11,Grand Slam,Outdoor,Hard,1st Round,5,Mannarino A.,Harrison R.,74,172,669,313,6,4,6,3,6,4,,,,,3,0,Completed,1.53,2.37
6,Melbourne,Australian Open,17/1/11,Grand Slam,Outdoor,Hard,1st Round,5,Malisse X.,Andujar P.,45,70,956,683,6,1,6,2,7,6,,,,,3,0,Completed,1.06,8
6,Melbourne,Australian Open,17/1/11,Grand Slam,Outdoor,Hard,1st Round,5,Kohlschreiber P.,Kamke T.,35,65,1195,736,1,6,4,6,7,6,6,4,6,4,3,2,Completed,1.28,3.5
6,Melbourne,Australian Open,17/1/11,Grand Slam,Outdoor,Hard,1st Round,5,Federer R.,Lacko L.,2,97,9245,553,6,1,6,1,6,3,,,,,3,0,Completed,,21
6,Melbourne,Australian Open,17/1/11,Grand Slam,Outdoor,Hard,1st Round,5,Montanes A.,Brown D.,26,89,1495,573,6,4,6,2,3,6,2,6,7,5,3,2,Completed,1.28,3.5
6,Melbourne,Australian Open,17/1/11,Grand Slam,Outdoor,Hard,1st Round,5,Roddick A.,Hajek J.,8,96,3565,560,6,1,6,2,6,2,,,,,3,0,Completed,1.005,21
6,Melbourne,Australian Open,17/1/11,Grand Slam,Outdoor,Hard,1st Round,5,Andreev I.,Volandri F.,75,88,644,574,6,3,7,6,6,3,,,,,3,0,Completed,1.06,8
6,Melbourne,Australian Open,17/1/11,Grand Slam,Outdoor,Hard,1st Round,5,Mahut N.,Dabul B.,132,109,424,510,6,3,6,4,6,4,,,,,3,0,Completed,1.5,2.5
6,Melbourne,Australian Open,17/1/11,Grand Slam,Outdoor,Hard,1st Round,5,Dimitrov G.,Golubev A.,105,38,518,1135,6,1,6,4,6,2,,,,,3,0,Completed,1.83,1.83
6,Melbourne,Australian Open,17/1/11,Grand Slam,Outdoor,Hard,1st Round,5,Troicki V.,Tursunov D.,27,197,1490,263,6,2,3,6,6,2,6,0,,,3,1,Completed,1.12,5.5
6,Melbourne,Australian Open,17/1/11,Grand Slam,Outdoor,Hard,1st Round,5,Wawrinka S.,Gabashvili T.,19,78,1855,626,7,6,6,4,6,4,,,,,3,0,Completed,1.06,8
6,Melbourne,Australian Open,17/1/11,Grand Slam,Outdoor,Hard,1st Round,5,Robredo T.,Devvarman S.,52,108,890,514,7,6,6,3,6,4,,,,,3,0,Completed,1.16,4.5
6,Melbourne,Australian Open,17/1/11,Grand Slam,Outdoor,Hard,1st Round,5,Berdych T.,Crugnola M.,6,237,3955,200,6,4,6,0,6,2,,,,,3,0,Completed,1.02,12
6,Melbourne,Australian Open,17/1/11,Grand Slam,Outdoor,Hard,1st Round,5,Almagro N.,Robert S.,14,124,2160,460,6,4,6,3,6,7,7,5,,,3,1,Completed,1.1,6.5
6,Melbourne,Australian Open,17/1/11,Grand Slam,Outdoor,Hard,1st Round,5,Gasquet R.,Dancevic F.,33,267,1280,172,6,3,6,4,6,4,,,,,3,0,Completed,1.16,4.5
6,Melbourne,Australian Open,17/1/11,Grand Slam,Outdoor,Hard,1st Round,5,Simon G.,Lu Y.H.,34,37,1210,1141,6,7,6,2,6,4,6,2,,,3,1,Completed,1.1,6.5
6,Melbourne,Australian Open,17/1/11,Grand Slam,Outdoor,Hard,1st Round,5,Paire B.,Cipolla F.,145,248,366,190,6,1,7,5,6,1,,,,,3,0,Completed,2.5,1.5
6,Melbourne,Australian Open,17/1/11,Grand Slam,Outdoor,Hard,1st Round,5,Tipsarevic J.,Zverev M.,49,80,935,611,6,3,6,1,6,4,,,,,3,0,Completed,1.14,5
6,Melbourne,Australian Open,17/1/11,Grand Slam,Outdoor,Hard,1st Round,5,Ljubicic I.,Luczak P.,16,148,1965,361,6,3,6,3,7,6,,,,,3,0,Completed,1.33,3.25
6,Melbourne,Australian Open,17/1/11,Grand Slam,Outdoor,Hard,1st Round,5,Verdasco F.,Schuettler R.,9,83,3240,597,6,1,6,3,6,2,,,,,3,0,Completed,1.11,6
6,Melbourne,Australian Open,17/1/11,Grand Slam,Outdoor,Hard,1st Round,5,Dodig I.,Karlovic I.,81,73,606,670,6,4,3,6,6,7,6,4,6,4,3,2,Completed,2.75,1.4
6,Melbourne,Australian Open,17/1/11,Grand Slam,Outdoor,Hard,1st Round,5,Djokovic N.,Granollers M.,3,42,6240,993,6,1,6,3,6,1,,,,,3,0,Completed,1.01,15
6,Melbourne,Australian Open,18/1/11,Grand Slam,Outdoor,Hard,1st Round,5,Russell M.,Ebden M.,100,185,547,288,6,3,6,2,5,7,7,6,,,3,1,Completed,1.8,1.9
6,Melbourne,Australian Open,18/1/11,Grand Slam,Outdoor,Hard,1st Round,5,Schwank E.,Mayer L.,86,36,580,1143,6,2,6,0,6,4,,,,,3,0,Completed,1.66,2.1
6,Melbourne,Australian Open,18/1/11,Grand Slam,Outdoor,Hard,1st Round,5,Tomic B.,Chardy J.,199,44,251,960,6,3,6,2,7,6,,,,,3,0,Completed,1.8,1.9
6,Melbourne,Australian Open,18/1/11,Grand Slam,Outdoor,Hard,1st Round,5,Youzhny M.,Ilhan M.,10,87,2920,574,6,2,6,3,7,6,,,,,3,0,Completed,1.05,9
6,Melbourne,Australian Open,18/1/11,Grand Slam,Outdoor,Hard,1st Round,5,Garcia-Lopez G.,Berrer M.,32,61,1300,835,6,4,6,4,3,6,6,3,,,3,1,Completed,1.33,3.25
6,Melbourne,Australian Open,18/1/11,Grand Slam,Outdoor,Hard,1st Round,5,Lopez F.,Falla A.,31,103,1310,540,6,3,7,6,6,3,,,,,3,0,Completed,1.44,2.62
6,Melbourne,Australian Open,18/1/11,Grand Slam,Outdoor,Hard,1st Round,5,Kavcic B.,Anderson K.,98,56,552,868,2,6,6,4,7,6,7,6,,,3,1,Completed,3,1.36
6,Melbourne,Australian Open,18/1/11,Grand Slam,Outdoor,Hard,1st Round,5,Bellucci T.,Mello R.,30,77,1355,627,7,5,7,5,4,6,3,6,6,3,3,2,Completed,1.3,3.4
6,Melbourne,Australian Open,18/1/11,Grand Slam,Outdoor,Hard,1st Round,5,Nadal R.,Daniel M.,1,93,12390,564,6,0,5,0,,,,,,,1,0,Retired,1.002,34
6,Melbourne,Australian Open,18/1/11,Grand Slam,Outdoor,Hard,1st Round,5,Hernych J.,Istomin D.,241,41,196,1031,6,3,6,4,3,6,6,2,,,3,1,Completed,2.62,1.44
6,Melbourne,Australian Open,18/1/11,Grand Slam,Outdoor,Hard,1st Round,5,Cilic M.,Young D.,15,129,2140,435,6,3,6,2,6,1,,,,,3,0,Completed,1.22,4
6,Melbourne,Australian Open,18/1/11,Grand Slam,Outdoor,Hard,1st Round,5,Melzer J.,Millot V.,11,160,2785,334,6,2,6,4,6,2,,,,,3,0,Completed,1.05,9
6,Melbourne,Australian Open,18/1/11,Grand Slam,Outdoor,Hard,1st Round,5,Dolgopolov O.,Kukushkin M.,46,63,953,815,6,3,6,2,6,4,,,,,3,0,Completed,1.38,2.87
6,Melbourne,Australian Open,18/1/11,Grand Slam,Outdoor,Hard,1st Round,5,Riba P.,Ball C.,71,158,672,344,1,6,7,6,6,2,2,6,6,4,3,2,Completed,2.25,1.57
6,Melbourne,Australian Open,18/1/11,Grand Slam,Outdoor,Hard,1st Round,5,Ferrer D.,Nieminen J.,7,40,3895,1062,6,4,6,3,1,6,6,2,,,3,1,Completed,1.12,5.5
6,Melbourne,Australian Open,18/1/11,Grand Slam,Outdoor,Hard,1st Round,5,Giraldo S.,Machado R.,59,90,850,573,6,4,6,3,5,7,6,1,,,3,1,Completed,1.1,6.5
6,Melbourne,Australian Open,18/1/11,Grand Slam,Outdoor,Hard,1st Round,5,Del Potro J.M.,Sela D.,236,92,200,568,7,6,6,4,6,4,,,,,3,0,Completed,1.36,3
6,Melbourne,Australian Open,18/1/11,Grand Slam,Outdoor,Hard,1st Round,5,Sweeting R.,Gimeno-Traver D.,116,60,486,844,6,4,6,4,6,1,,,,,3,0,Completed,1.66,2.1
6,Melbourne,Australian Open,18/1/11,Grand Slam,Outdoor,Hard,1st Round,5,Murray A.,Beck K.,5,101,5760,543,6,3,6,1,4,2,,,,,2,0,Retired,,21
6,Melbourne,Australian Open,18/1/11,Grand Slam,Outdoor,Hard,1st Round,5,Marchenko I.,Ramirez-Hidalgo R.,79,76,624,638,6,3,6,4,6,1,,,,,3,0,Completed,1.14,5
6,Melbourne,Australian Open,18/1/11,Grand Slam,Outdoor,Hard,1st Round,5,Muller G.,Stadler S.,122,288,466,155,6,3,7,6,6,4,,,,,3,0,Completed,1.4,2.75
6,Melbourne,Australian Open,18/1/11,Grand Slam,Outdoor,Hard,1st Round,5,Isner J.,Serra F.,20,69,1645,711,6,3,7,6,6,3,,,,,3,0,Completed,1.22,4
6,Melbourne,Australian Open,18/1/11,Grand Slam,Outdoor,Hard,1st Round,5,Baghdatis M.,Zemlja G.,22,141,1580,376,3,6,7,5,6,1,4,6,6,2,3,2,Completed,1.11,6
6,Melbourne,Australian Open,18/1/11,Grand Slam,Outdoor,Hard,1st Round,5,Becker B.,Gulbis E.,55,23,870,1575,7,6,6,2,6,4,,,,,3,0,Completed,2.75,1.4
6,Melbourne,Australian Open,18/1/11,Grand Slam,Outdoor,Hard,1st Round,5,Stepanek R.,Gremelmayr D.,66,120,735,469,6,3,6,2,6,3,,,,,3,0,Completed,1.11,6
6,Melbourne,Australian Open,18/1/11,Grand Slam,Outdoor,Hard,1st Round,5,Soderling R.,Starace P.,4,48,5785,945,6,4,6,2,6,2,,,,,3,0,Completed,1.01,15
6,Melbourne,Australian Open,18/1/11,Grand Slam,Outdoor,Hard,1st Round,5,Raonic M.,Phau B.,152,85,351,581,7,6,6,3,7,6,,,,,3,0,Completed,1.53,2.37
6,Melbourne,Australian Open,18/1/11,Grand Slam,Outdoor,Hard,1st Round,5,Berankis R.,Matosevic M.,95,138,560,380,6,4,6,2,7,5,,,,,3,0,Completed,1.28,3.5
6,Melbourne,Australian Open,18/1/11,Grand Slam,Outdoor,Hard,1st Round,5,Seppi A.,Clement A.,51,113,900,497,3,6,2,6,7,5,6,3,6,2,3,2,Completed,1.5,2.5
6,Melbourne,Australian Open,18/1/11,Grand Slam,Outdoor,Hard,1st Round,5,Llodra M.,Chela J.I.,24,39,1575,1070,6,3,3,6,6,2,6,4,,,3,1,Completed,2,1.72
6,Melbourne,Australian Open,18/1/11,Grand Slam,Outdoor,Hard,1st Round,5,Tsonga J.W.,Petzschner P.,13,57,2345,859,4,6,2,6,6,2,6,3,6,4,3,2,Completed,1.08,7
6,Melbourne,Australian Open,18/1/11,Grand Slam,Outdoor,Hard,1st Round,5,Nalbandian D.,Hewitt L.,21,54,1610,870,3,6,6,4,3,6,7,6,9,7,3,2,Completed,1.66,2.1
6,Melbourne,Australian Open,19/1/11,Grand Slam,Outdoor,Hard,2nd Round,5,Nishikori K.,Mayer F.,82,36,599,1143,6,4,6,3,0,6,6,3,,,3,1,Completed,2.75,1.4
6,Melbourne,Australian Open,19/1/11,Grand Slam,Outdoor,Hard,2nd Round,5,Berdych T.,Kohlschreiber P.,6,35,3955,1195,4,6,6,2,6,3,6,4,,,3,1,Completed,1.22,4
6,Melbourne,Australian Open,19/1/11,Grand Slam,Outdoor,Hard,2nd Round,5,Robredo T.,Fish M.,52,17,890,1921,1,6,6,3,6,3,6,3,,,3,1,Completed,1.8,1.9
6,Melbourne,Australian Open,19/1/11,Grand Slam,Outdoor,Hard,2nd Round,5,Stakhovsky S.,Kubot L.,43,72,970,670,6,3,6,4,6,4,,,,,3,0,Completed,1.53,2.37
6,Melbourne,Australian Open,19/1/11,Grand Slam,Outdoor,Hard,2nd Round,5,Roddick A.,Kunitsyn I.,8,99,3565,551,7,6,6,2,6,3,,,,,3,0,Completed,1.01,15
6,Melbourne,Australian Open,19/1/11,Grand Slam,Outdoor,Hard,2nd Round,5,Verdasco F.,Tipsarevic J.,9,49,3240,935,2,6,4,6,6,4,7,6,6,0,3,2,Completed,1.44,2.62
6,Melbourne,Australian Open,19/1/11,Grand Slam,Outdoor,Hard,2nd Round,5,Ljubicic I.,Paire B.,16,145,1965,366,6,3,6,7,6,4,7,6,,,3,1,Completed,1.12,5.5
6,Melbourne,Australian Open,19/1/11,Grand Slam,Outdoor,Hard,2nd Round,5,Gasquet R.,Mannarino A.,33,74,1280,669,6,3,7,6,6,4,,,,,3,0,Completed,1.2,4.33
6,Melbourne,Australian Open,19/1/11,Grand Slam,Outdoor,Hard,2nd Round,5,Haase R.,Monaco J.,62,28,823,1480,6,4,6,4,3,6,6,2,,,3,1,Completed,1.8,1.9
6,Melbourne,Australian Open,19/1/11,Grand Slam,Outdoor,Hard,2nd Round,5,Almagro N.,Andreev I.,14,75,2160,644,7,5,2,6,4,6,7,6,7,5,3,2,Completed,1.44,2.62
6,Melbourne,Australian Open,19/1/11,Grand Slam,Outdoor,Hard,2nd Round,5,Malisse X.,Montanes A.,45,26,956,1495,6,4,6,0,6,1,,,,,3,0,Completed,1.36,3
6,Melbourne,Australian Open,19/1/11,Grand Slam,Outdoor,Hard,2nd Round,5,Troicki V.,Mahut N.,27,132,1490,424,6,4,6,2,1,6,6,3,,,3,1,Completed,1.12,5.5
6,Melbourne,Australian Open,19/1/11,Grand Slam,Outdoor,Hard,2nd Round,5,Wawrinka S.,Dimitrov G.,19,105,1855,518,7,5,6,3,6,3,,,,,3,0,Completed,1.28,3.5
6,Melbourne,Australian Open,19/1/11,Grand Slam,Outdoor,Hard,2nd Round,5,Djokovic N.,Dodig I.,3,81,6240,606,7,5,6,7,6,0,6,2,,,3,1,Completed,1.01,15
6,Melbourne,Australian Open,19/1/11,Grand Slam,Outdoor,Hard,2nd Round,5,Monfils G.,Gil F.,12,91,2560,571,6,4,6,3,1,6,6,2,,,3,1,Completed,1.05,9
6,Melbourne,Australian Open,19/1/11,Grand Slam,Outdoor,Hard,2nd Round,5,Federer R.,Simon G.,2,34,9245,1210,6,2,6,3,4,6,4,6,6,3,3,2,Completed,1.04,10
6,Melbourne,Australian Open,20/1/11,Grand Slam,Outdoor,Hard,2nd Round,5,Dolgopolov O.,Becker B.,46,55,953,870,6,3,6,0,3,6,7,6,,,3,1,Completed,1.5,2.5
6,Melbourne,Australian Open,20/1/11,Grand Slam,Outdoor,Hard,2nd Round,5,Raonic M.,Llodra M.,152,24,351,1575,7,6,6,3,7,6,,,,,3,0,Completed,2.5,1.5
6,Melbourne,Australian Open,20/1/11,Grand Slam,Outdoor,Hard,2nd Round,5,Nadal R.,Sweeting R.,1,116,12390,486,6,2,6,1,6,1,,,,,3,0,Completed,1.005,21
6,Melbourne,Australian Open,20/1/11,Grand Slam,Outdoor,Hard,2nd Round,5,Youzhny M.,Kavcic B.,10,98,2920,552,6,3,6,1,5,7,4,6,6,1,3,2,Completed,1.11,6
6,Melbourne,Australian Open,20/1/11,Grand Slam,Outdoor,Hard,2nd Round,5,Tomic B.,Lopez F.,199,31,251,1310,7,6,7,6,6,3,,,,,3,0,Completed,2.25,1.57
6,Melbourne,Australian Open,20/1/11,Grand Slam,Outdoor,Hard,2nd Round,5,Garcia-Lopez G.,Schwank E.,32,86,1300,580,6,4,7,6,6,1,,,,,3,0,Completed,1.14,5
6,Melbourne,Australian Open,20/1/11,Grand Slam,Outdoor,Hard,2nd Round,5,Hernych J.,Bellucci T.,241,30,196,1355,6,2,6,7,6,4,6,7,8,6,3,2,Completed,3.25,1.33
6,Melbourne,Australian Open,20/1/11,Grand Slam,Outdoor,Hard,2nd Round,5,Cilic M.,Giraldo S.,15,59,2140,850,6,3,7,6,6,1,,,,,3,0,Completed,1.33,3.25
6,Melbourne,Australian Open,20/1/11,Grand Slam,Outdoor,Hard,2nd Round,5,Tsonga J.W.,Seppi A.,13,51,2345,900,6,3,7,6,7,6,,,,,3,0,Completed,1.16,4.5
